AnimalID,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A715052,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White
A703421,Transfer,Partner,Dog,Spayed Female,6 years,Siberian Husky Mix,Black/Cream
A664037,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White
A701745,Transfer,Partner,Dog,Neutered Male,4 months,German Shepherd Mix,Black/Tan
A720402,Adoption,,Dog,Neutered Male,4 years,Lhasa Apso Mix,Black/White
A720616,Return_to_owner,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A706928,Transfer,SCRP,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby
A688555,Adoption,,Dog,Spayed Female,6 years,Pit Bull Mix,Black/White
A006100,Return_to_owner,,Dog,Neutered Male,7 years,Spinone Italiano Mix,Yellow/White
A702308,Transfer,SCRP,Cat,Unknown,1 year,Siamese Mix,Lynx Point
A669461,Euthanasia,Suffering,Dog,Intact Female,13 years,Boxer/Pit Bull,Brown/White
A710248,Return_to_owner,,Dog,Neutered Male,2 months,Chihuahua Shorthair/Dachshund,Brown
A669508,Adoption,,Dog,Spayed Female,3 years,Affenpinscher Mix,Black/White
A701811,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Gray Tabby
A714463,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A709397,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby
A677412,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A667132,Transfer,SCRP,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black
A684344,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A707624,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A670130,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Longhair Mix,Cream Tabby
A708167,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A565460,Return_to_owner,,Dog,Spayed Female,12 years,Beagle Mix,Black/White
A692236,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby/White
A682747,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A672674,Transfer,Partner,Cat,Spayed Female,6 years,Maine Coon Mix,Brown Tiger
A693331,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Black
A685772,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A692708,Transfer,Partner,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Blue/White
A677653,Return_to_owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White
A680921,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A621295,Transfer,Partner,Dog,Spayed Female,1 year,Staffordshire Mix,White/Brown Brindle
A669077,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White
A691278,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A675926,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Brown Tabby
A660920,Return_to_owner,,Dog,Intact Male,1 year,Labrador Retriever,Chocolate
A701108,Adoption,Foster,Dog,Neutered Male,8 years,Labrador Retriever Mix,Black/White
A696326,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A708548,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Tan
A720162,Transfer,Partner,Dog,Intact Female,10 years,Catahoula Mix,Yellow Brindle
A687758,Transfer,Partner,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle
A688854,Transfer,Partner,Dog,Intact Female,3 years,English Bulldog Mix,Black Brindle
A670385,Adoption,,Dog,Spayed Female,1 year,Miniature Poodle/Miniature Schnauzer,White
A713416,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan
A676322,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tricolor
A657196,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A706732,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A682312,Adoption,,Dog,Neutered Male,2 months,Black Mouth Cur Mix,Brown/White
A677532,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White
A689318,Adoption,,Dog,Spayed Female,3 years,American Staffordshire Terrier Mix,Blue/White
A681757,Return_to_owner,,Dog,Neutered Male,2 years,Rottweiler Mix,Tricolor
A690318,Adoption,Foster,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black
A661604,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A719629,Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tricolor
A482334,Return_to_owner,,Dog,Spayed Female,9 years,Australian Cattle Dog Mix,Brown/White
A694502,Adoption,,Dog,Spayed Female,8 years,Dachshund/German Shepherd,Black/Tan
A708726,Return_to_owner,,Dog,Intact Male,2 years,Alaskan Malamute,Sable/White
A683458,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Cream Tabby
A678460,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Orange Tabby
A681684,Adoption,,Dog,Neutered Male,6 years,Yorkshire Terrier Mix,Red/Silver
A687593,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby/White
A684343,Transfer,Partner,Cat,Intact Female,4 weeks,Snowshoe Mix,Seal Point
A705022,Transfer,Partner,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Black/White
A697574,Adoption,,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Tan/Black
A692500,Euthanasia,Aggressive,Dog,Neutered Male,6 years,Dogo Argentino Mix,White/Black
A677651,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Orange Tabby
A699877,Transfer,Partner,Dog,Intact Male,1 month,Rat Terrier Mix,Tricolor
A679856,Adoption,,Dog,Spayed Female,9 months,Miniature Schnauzer/Miniature Poodle,Buff/Brown
A669961,Adoption,,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
A694319,Adoption,,Dog,Neutered Male,3 years,German Shepherd Mix,Brown/Black
A707293,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair,Black
A674592,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever Mix,Tan
A692389,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,Tan/White
A690209,Adoption,Foster,Cat,Neutered Male,4 months,Siamese Mix,Chocolate Point/White
A685823,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A688220,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/Brown Brindle
A705145,Transfer,Partner,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Black/Tan
A694430,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown
A713800,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby
A704720,Return_to_owner,,Dog,Spayed Female,2 years,Border Collie/Rottweiler,Tricolor
A705925,Adoption,Foster,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Brown/White
A668274,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A705061,Adoption,,Dog,Neutered Male,5 years,Rat Terrier Mix,White/Black
A673757,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Orange Tabby
A701258,Adoption,Offsite,Dog,Neutered Male,1 year,Beagle/Pug,Brown/White
A710441,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A681418,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd Mix,Sable/Black
A665817,Transfer,Partner,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Chocolate
A701439,Adoption,,Dog,Neutered Male,11 months,Pembroke Welsh Corgi Mix,Tricolor
A709351,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A677543,Transfer,Partner,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,White
A689299,Adoption,,Dog,Neutered Male,6 years,Shih Tzu,Brown/White
A691071,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black
A712043,Return_to_owner,,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle
A698008,Adoption,,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Red/White
A675068,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Beagle,Tricolor
A615165,Euthanasia,Aggressive,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A688877,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Shorthair Mix,Tortie
A710472,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Longhair Mix,White/Orange
A719888,Return_to_owner,,Dog,Neutered Male,1 year,Shih Tzu Mix,Black/White
A605337,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Brown/White
A682489,Euthanasia,Suffering,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Blue
A696764,Adoption,,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Black/White
A711458,Adoption,,Dog,Spayed Female,9 years,Cairn Terrier Mix,Brown Brindle
A703184,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A700651,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull,Black/White
A680578,Adoption,Foster,Dog,Spayed Female,1 year,Treeing Walker Coonhound Mix,Blue Tick
A682042,Adoption,,Cat,Spayed Female,3 months,Domestic Longhair Mix,Calico
A673761,Euthanasia,Behavior,Dog,Intact Female,4 years,Pit Bull Mix,Blue/White
A677452,Transfer,Partner,Dog,Intact Female,2 years,Chow Chow/German Shepherd,Brown
A688690,Transfer,Partner,Dog,Spayed Female,7 years,Cocker Spaniel Mix,Black/White
A676392,Transfer,SCRP,Cat,Unknown,6 months,Domestic Shorthair Mix,Black/White
A594265,Return_to_owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Fawn/Blue
A664743,Adoption,Foster,Dog,Spayed Female,11 months,Labrador Retriever Mix,Black
A692513,Transfer,Partner,Dog,Intact Male,3 years,Pit Bull Mix,Brown/White
A714591,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White
A703095,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico
A671226,Transfer,Partner,Dog,Spayed Female,2 years,Dachshund/Beagle,Black/White
A669812,Adoption,,Dog,Spayed Female,4 years,Anatol Shepherd/Labrador Retriever,Black/White
A695222,Adoption,,Dog,Neutered Male,2 years,Flat Coat Retriever Mix,Black/White
A695628,Adoption,,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Blue Tabby
A640771,Return_to_owner,,Dog,Spayed Female,4 years,Pit Bull Mix,White/Brown
A708667,Adoption,,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Black
A670244,Return_to_owner,,Dog,Spayed Female,7 years,Miniature Schnauzer/Miniature Poodle,White
A666766,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point
A713486,Adoption,,Cat,Spayed Female,10 months,Domestic Medium Hair Mix,White/Black
A688066,Adoption,,Dog,Spayed Female,9 months,Pit Bull Mix,Blue/White
A667145,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A651686,Adoption,Foster,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Brown Tabby/White
A499387,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Brown Tabby/Orange
A711968,Adoption,,Dog,Neutered Male,1 year,Brittany Mix,Brown/White
A708981,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A685673,Return_to_owner,,Dog,Spayed Female,7 years,Rhod Ridgeback Mix,Tan
A707820,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A709223,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A703767,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Medium Hair Mix,Torbie
A712466,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Tortie
A707143,Transfer,Partner,Dog,Intact Female,1 month,Bull Terrier Mix,Tan/White
A689460,Return_to_owner,,Dog,Neutered Male,7 years,Norfolk Terrier Mix,Tricolor
A712394,Transfer,Partner,Dog,Spayed Female,5 months,Beagle Mix,White/Tan
A683126,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby
A653879,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A703251,Return_to_owner,,Dog,Neutered Male,10 years,Pug Mix,Tan/White
A693338,Euthanasia,Suffering,Dog,Intact Male,3 months,Dachshund Wirehair Mix,Tan
A591775,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair/Jack Russell Terrier,White/Tan
A666904,Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A676313,Return_to_owner,,Dog,Neutered Male,7 years,Jack Russell Terrier Mix,White/Brown
A715517,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Chocolate/White
A688713,Died,In Kennel,Cat,Intact Male,2 months,Himalayan,Seal Point
A678899,Return_to_owner,,Dog,Intact Female,1 year,Border Collie/Alaskan Husky,Black/Tan
A695441,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White
A672011,Transfer,Partner,Dog,Spayed Female,7 years,Italian Greyhound Mix,Tricolor
A666291,Euthanasia,Suffering,Dog,Intact Female,7 years,German Shepherd Mix,Brown/Black
A681936,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A690323,Adoption,,Dog,Neutered Male,10 months,Pit Bull Mix,Chocolate/White
A279920,Euthanasia,Behavior,Dog,Neutered Male,12 years,American Eskimo Mix,Cream
A620031,Return_to_owner,,Dog,Spayed Female,2 years,Pointer/Catahoula,Blue Merle
A713414,Adoption,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Buff
A682289,Return_to_owner,,Dog,Neutered Male,5 years,Rottweiler Mix,Black/Tan
A664307,Transfer,Partner,Dog,Intact Female,2 months,Anatol Shepherd/Labrador Retriever,Cream
A699856,Return_to_owner,,Dog,Spayed Female,3 years,Cocker Spaniel Mix,Black
A695726,Euthanasia,Suffering,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue Tabby/White
A680900,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A694088,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White
A711079,Euthanasia,Aggressive,Dog,Intact Female,6 years,Pit Bull Mix,Tan/White
A665020,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A504009,Transfer,Partner,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White
A689932,Return_to_owner,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A684406,Adoption,Foster,Dog,Neutered Male,4 years,Rat Terrier,White/Black
A671852,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Fawn/White
A695989,Return_to_owner,,Dog,Intact Male,1 year,Boxer Mix,Brown/White
A710693,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Blue/White
A685916,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Pointer,White/Brown
A697824,Adoption,Offsite,Dog,Spayed Female,1 year,Norwich Terrier Mix,Black/Tricolor
A712104,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Buff
A689904,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A697099,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd Mix,Brown/Black
A697844,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Brown
A712281,Adoption,,Dog,Neutered Male,10 months,Rat Terrier Mix,Black/White
A696527,Euthanasia,Suffering,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
A714485,Return_to_owner,,Dog,Spayed Female,17 years,English Springer Spaniel Mix,Red/White
A698118,Transfer,Partner,Dog,Unknown,6 days,Labrador Retriever Mix,White
A706495,Died,In Kennel,Cat,Unknown,5 days,Domestic Shorthair Mix,Brown Tabby/White
A681998,Return_to_owner,,Dog,Intact Female,4 years,Boston Terrier/Labrador Retriever,Brown Brindle
A701737,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A665725,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A700770,Adoption,,Dog,Spayed Female,2 years,Dalmatian/Boxer,White/Black
A665484,Euthanasia,Suffering,Cat,Intact Male,9 months,Domestic Shorthair Mix,Brown Tabby
A698924,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A687697,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A680822,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby
A706252,Adoption,,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,Brown Merle/White
A711174,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A653895,Transfer,Partner,Dog,Neutered Male,1 year,Norwich Terrier Mix,Cream
A697208,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Brown Tabby
A689276,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A669012,Transfer,Partner,Dog,Intact Female,1 month,Border Collie/Labrador Retriever,Black/White
A667277,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A663657,Adoption,,Dog,Neutered Male,4 months,Pembroke Welsh Corgi Mix,White/Cream
A675306,Adoption,,Dog,Spayed Female,8 years,German Shepherd/Rottweiler,Black/Tan
A676967,Return_to_owner,,Dog,Neutered Male,14 years,Australian Cattle Dog Mix,Cream
A681966,Adoption,Foster,Dog,Spayed Female,1 month,Australian Cattle Dog Mix,White/Brown
A691797,Transfer,Partner,Dog,Intact Female,5 years,Dachshund,Red Merle/White
A678588,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black
A704416,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black Smoke
A693924,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Seal Point
A708709,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A715556,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
A635177,Return_to_owner,,Dog,Spayed Female,9 years,Labrador Retriever Mix,Yellow
A634369,Adoption,,Cat,Neutered Male,5 years,Siamese Mix,Seal Point
A705949,Adoption,Foster,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black/White
A670136,Adoption,,Dog,Spayed Female,3 years,Miniature Poodle Mix,Gray
A607075,Return_to_owner,,Dog,Spayed Female,4 years,Pointer,White/Brown
A710720,Euthanasia,Aggressive,Dog,Intact Female,2 years,Pit Bull Mix,Tan
A691439,Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Blue
A716145,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A718197,Adoption,,Dog,Neutered Male,9 years,Labrador Retriever Mix,Black
A693780,Adoption,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Calico
A635866,Transfer,Partner,Dog,Spayed Female,9 years,German Shepherd Mix,Sable
A714647,Transfer,Partner,Dog,Intact Male,1 year,German Shepherd,Brown/Black
A707816,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A679006,Transfer,Partner,Dog,Neutered Male,5 years,Dachshund Longhair Mix,Black/Brown
A670869,Return_to_owner,,Dog,Neutered Male,4 months,Pit Bull/Labrador Retriever,Black/White
A627558,Return_to_owner,,Dog,Spayed Female,4 years,Rat Terrier Mix,Tricolor
A707287,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A693544,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Tick
A666510,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A720874,Transfer,Partner,Dog,Intact Male,5 months,Rat Terrier Mix,Black/Tan
A676731,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A719935,Return_to_owner,,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Brown Brindle
A688445,Adoption,,Dog,Neutered Male,11 months,Chihuahua Shorthair Mix,Brown Brindle/White
A688450,Adoption,,Dog,Neutered Male,6 years,Border Collie Mix,Black/White
A690197,Adoption,,Dog,Spayed Female,3 months,Border Collie Mix,Chocolate
A679475,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A667432,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White
A684956,Adoption,,Dog,Intact Female,3 months,Rat Terrier Mix,White/Brown
A680217,Transfer,Partner,Dog,Spayed Female,7 years,Pit Bull Mix,White/Black
A687994,Transfer,Partner,Dog,Spayed Female,1 year,Australian Shepherd,Tricolor
A670249,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Black
A672823,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black
A677730,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Blue
A668271,Adoption,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan
A673313,Adoption,,Dog,Neutered Male,1 year,German Shepherd/Great Pyrenees,Black/Tan
A664975,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point
A705879,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue
A704002,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever/Anatol Shepherd,Yellow
A699753,Return_to_owner,,Dog,Spayed Female,5 months,Norwich Terrier Mix,Cream
A653248,Return_to_owner,,Dog,Spayed Female,11 months,Labrador Retriever/Boxer,Black/White
A688086,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A696599,Transfer,SCRP,Cat,Unknown,2 years,Domestic Medium Hair Mix,Brown Tabby/White
A707572,Return_to_owner,,Dog,Intact Male,1 year,Pembroke Welsh Corgi/Basset Hound,Tricolor
A717604,Adoption,,Dog,Spayed Female,2 years,Cairn Terrier/Miniature Poodle,White/White
A718930,Transfer,Partner,Dog,Neutered Male,3 years,Boxer Mix,Tricolor
A686634,Adoption,,Dog,Spayed Female,4 months,Labrador Retriever Mix,Yellow
